Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
60,172927;73,130100;12,957173;;12,807751;0,149422;-12,658329
73,130100;73,279522;0,149422;;-11,369763;11,519185;22,888948
73,279522;84,798707;11,519185;;11,419905;0,09928;-11,320625
84,798707;84,897987;0,099280;;0,099192;8,8E-05;-0,099104
84,897987;84,898075;0,000088;;-4,856384;4,856472;9,712856
84,898075;89,754547;4,856472;;4,856424;4,8E-05;-4,856376
89,754547;89,754595;0,000048;;-0,000179;0,000227;0,000406
89,754595;89,754822;0,000227;;-0,094706;0,094933;0,189639
89,754822;89,849755;0,094933;;0,094895;3,8E-05;-0,094857
89,849755;89,849793;0,000038;;-2,372462;2,3725;4,744962
89,849793;92,222293;2,372500;;2,259201;0,113299;-2,145902
92,222293;92,335592;0,113299;;-8,392829;8,506128;16,898957
92,335592;100,841720;8,506128;;8,392518;0,11361;-8,278908
100,841720;100,955330;0,113610;;-2,462865;2,576475;5,039340
100,955330;103,531805;2,576475;;2,474052;0,102423;-2,371629
103,531805;103,634228;0,102423;;-16,118325;16,220748;32,339073
103,634228;119,854976;16,220748;;16,162600;0,058148;-16,104452
119,854976;119,913124;0,058148;;0,058058;9E-05;-0,057968
119,913124;119,913214;0,000090;;-17,426715;17,426805;34,853520
119,913214;137,340019;17,426805;;17,309463;0,117342;-17,192121
137,340019;137,457361;0,117342;;-8,383491;8,500833;16,884324
137,457361;145,958194;8,500833;;8,361917;0,138916;-8,223001
145,958194;146,097110;0,138916;;-2,409268;2,548184;4,957452
146,097110;148,645294;2,548184;;2,395278;0,152906;-2,242372
148,645294;148,798200;0,152906;;-0,842195;0,995101;1,837296
148,798200;149,793301;0,995101;;0,995011;9E-05;-0,994921
149,793301;149,793391;0,000090;;-0,000097;0,000187;0,000284
149,793391;149,793578;0,000187;;-0,218538;0,218725;0,437263
149,793578;150,012303;0,218725;;0,218640;8,5E-05;-0,218555
150,012303;150,012388;0,000085;;-30,016057;30,016142;60,032199
150,012388;180,028530;30,016142;;29,799065;0,217077;-29,581988
180,028530;180,245607;0,217077;;0,216966;0,000111;-0,216855
180,245607;180,245718;0,000111;;-2,224567;2,224678;4,449245
180,245718;182,470396;2,224678;;1,931057;0,293621;-1,637436
182,470396;182,764017;0,293621;;-8,049877;8,343498;16,393375
182,764017;191,107515;8,343498;;8,210961;0,132537;-8,078424
191,107515;191,240052;0,132537;;-2,436309;2,568846;5,005155
191,240052;193,808898;2,568846;;2,458070;0,110776;-2,347294
193,808898;193,919674;0,110776;;-15,710340;15,821116;31,531456
193,919674;209,740790;15,821116;;15,820983;0,000133;-15,820850
209,740790;209,740923;0,000133;;-0,001286;0,001419;0,002705
209,740923;209,742342;0,001419;;-0,112929;0,114348;0,227277
209,742342;209,856690;0,114348;;0,114265;8,3E-05;-0,114182
209,856690;209,856773;0,000083;;-17,920300;17,920383;35,840683
209,856773;227,777156;17,920383;;17,764985;0,155398;-17,609587
227,777156;227,932554;0,155398;;-8,155870;8,311268;16,467138
227,932554;236,243822;8,311268;;8,024931;0,286337;-7,738594
236,243822;236,530159;0,286337;;-2,107327;2,393664;4,500991
236,530159;238,923823;2,393664;;2,299646;0,094018;-2,205628
238,923823;239,017841;0,094018;;-0,754339;0,848357;1,602696
239,017841;239,866198;0,848357;;0,740003;0,108354;-0,631649
239,866198;239,974552;0,108354;;0,108266;8,8E-05;-0,108178
239,974552;239,974640;0,000088;;-23,498860;23,498948;46,997808
239,974640;263,473588;23,498948;;23,341548;0,1574;-23,184148
263,473588;263,630988;0,157400;;0,157293;0,000107;-0,157186
263,630988;263,631095;0,000107;;-0,000510;0,000617;0,001127
263,631095;263,631712;0,000617;;-0,140296;0,140913;0,281209
263,631712;263,772625;0,140913;;0,140830;8,3E-05;-0,140747
263,772625;263,772708;0,000083;;-0,019997;0,02008;0,040077
263,772708;263,792788;0,020080;;0,020001;7,9E-05;-0,019922
263,792788;263,792867;0,000079;;-0,000020;9,9E-05;0,000119
263,792867;263,792966;0,000099;;0,000063;3,6E-05;-0,000027
263,792966;263,793002;0,000036;;-0,000099;0,000135;0,000234
263,793002;263,793137;0,000135;;-0,029678;0,029813;0,059491
263,793137;263,822950;0,029813;;0,029743;7E-05;-0,029673
263,822950;263,823020;0,000070;;-0,003880;0,00395;0,007830
263,823020;263,826970;0,003950;;-0,140440;0,14439;0,284830
263,826970;263,971360;0,144390;;0,143660;0,00073;-0,142930
263,971360;263,972090;0,000730;;0,000638;9,2E-05;-0,000546
263,972090;263,972182;0,000092;;0,000090;2E-06;-0,000088
263,972182;263,972184;0,000002;;-0,144726;0,144728;0,289454
263,972184;264,116912;0,144728;;0,049017;0,095711;0,046694
264,116912;264,212623;0,095711;;-0,830096;0,925807;1,755903
264,212623;265,138430;0,925807;;0,870646;0,055161;-0,815485
265,138430;265,193591;0,055161;;-0,000240;0,055401;0,055641
265,193591;265,248992;0,055401;;0,055028;0,000373;-0,054655
265,248992;265,249365;0,000373;;0,000370;3E-06;-0,000367
265,249365;265,249368;0,000003;;0,000002;1E-06;-0,000001
